,Code,Identifier,Latitude,Longitude,daily max,ciggy
69,70.0,62,34.1365,-117.92391,0.3749281217829009,0.05678911284605005
70,71.0,63,34.1365,-117.92391,0.03454763815097284,0.005232815591934019
71,72.0,64,34.1365,-117.92391,0.5076252383700097,0.07688830277177747
72,73.0,65,34.1365,-117.92391,0.013876382033710144,0.0021018093320392963
73,74.0,66,34.1365,-117.92391,0.3156985221734612,0.04781780282520692
74,75.0,67,34.1365,-117.92391,0.3896300177795075,0.059015960026336065
75,76.0,68,34.1365,-117.92391,0.11358774433435677,0.017204757008510572
76,77.0,69,34.1365,-117.92391,0.2997168924168473,0.045397118638071804
77,78.0,70,34.1365,-117.92391,0.12068697674541191,0.018280054077705058
78,79.0,71,34.1365,-117.92391,0.155707461343637,0.023584490144849552
79,80.0,72,34.1365,-117.92391,0.20658056476250683,0.031290069542694365
80,81.0,73,34.1365,-117.92391,0.3857667227869816,0.058430799611468145
81,82.0,74,34.1365,-117.92391,0.27716342598535065,0.04198102025591444
82,83.0,75,34.1365,-117.92391,0.32243696733177507,0.04883845265185286
83,84.0,76,34.1365,-117.92391,0.17161243568520806,0.02599356359178618
84,85.0,77,34.1365,-117.92391,0.20041178605781437,0.03035570519489028
85,86.0,78,34.1365,-117.92391,0.15391574194235744,0.023313104379535737
86,87.0,79,34.1365,-117.92391,0.027965085388041322,0.004235778266775325
87,88.0,80,34.1365,-117.92391,0.24872145055819242,0.03767300904454755
88,89.0,81,34.1365,-117.92391,0.27450461026640943,0.04157829830168548
89,90.0,82,34.1365,-117.92391,0.2414461581929525,0.0365710447609592
90,91.0,83,34.1365,-117.92391,0.1689396638973901,0.025588727758324686
91,92.0,84,34.1365,-117.92391,0.14454391693744037,0.021893585285457633
92,93.0,85,34.1365,-117.92391,0.15338916641214953,0.023233345739226915
93,94.0,86,34.1365,-117.92391,0.0012860208344117052,0.00019478928905222628
94,95.0,87,34.1365,-117.92391,0.12635276616504515,0.019138232315132172
95,96.0,88,34.1365,-117.92391,0.3836171664316174,0.05810521347550898
96,97.0,89,34.1365,-117.92391,0.12007217813942335,0.018186932582184654
97,98.0,90,34.1365,-117.92391,0.37518409603013203,0.05682788441203067
98,99.0,91,34.1365,-117.92391,0.17565445119455797,0.02660579420760238
99,100.0,92,34.1365,-117.92391,0.10589521725608984,0.016039595573722407
100,101.0,93,34.1365,-117.92391,0.31211398012249747,0.04727486418922095
101,102.0,94,34.1365,-117.92391,0.15979427641665123,0.024203506401242105
102,103.0,95,34.1365,-117.92391,0.2825060121194613,0.04279024396902773
103,104.0,96,34.1365,-117.92391,0.20448634289238565,0.03097286473676668
104,105.0,97,34.1365,-117.92391,0.1808647514971316,0.027394981026765533
105,106.0,98,34.1365,-117.92391,0.2839415384656585,0.04300767835959841
106,107.0,99,34.1365,-117.92391,0.2771749366335973,0.04198276373543554
107,108.0,100,34.1365,-117.92391,0.014295885744568547,0.002165350160777316
108,109.0,101,34.1365,-117.92391,0.31242924219534124,0.04732261588452102
109,110.0,102,34.1365,-117.92391,0.4584180842455356,0.06943505916039044
110,111.0,103,34.1365,-117.92391,0.3305467922588041,0.050066820800800195
111,112.0,104,34.1365,-117.92391,0.44872188712807326,0.06796640850366549
112,113.0,105,34.1365,-117.92391,0.1610909153856961,0.024399903983753433
113,114.0,106,34.1365,-117.92391,0.19300162311003966,0.029233312513734008
114,115.0,107,34.1365,-117.92391,0.18386227741668118,0.027849006286046644
115,116.0,151,34.1365,-117.92391,0.29579415717026397,0.04480295500605598
116,117.0,152,34.1365,-117.92391,0.18092593615479358,0.02740424846291273
117,118.0,153,34.1365,-117.92391,0.24123159338069286,0.03653854534406228
118,119.0,154,34.1365,-117.92391,0.24888358981510544,0.03769756773732797
119,120.0,155,34.1365,-117.92391,0.353608579975292,0.05355991291359089
120,121.0,156,34.1365,-117.92391,0.16344908977792316,0.02475708879836276
121,122.0,157,34.1365,-117.92391,0.23426829790377307,0.03548383818915816
122,123.0,158,34.1365,-117.92391,0.028966625851763662,0.004387478262347136
123,124.0,159,34.1365,-117.92391,0.06571063401679367,0.009952970699077014
124,125.0,160,34.1365,-117.92391,0.0018948405550402224,0.000287005182736759
125,126.0,161,34.1365,-117.92391,0.26609241384998567,0.0403041309511445
126,127.0,162,34.1365,-117.92391,0.287618634145223,0.04356463578519644
127,128.0,163,34.1365,-117.92391,0.3747034809167666,0.05675508724285958
128,129.0,164,34.1365,-117.92391,0.042573157014787,0.006448414182506404
129,130.0,165,34.1365,-117.92391,0.20487783729015713,0.031032163088215797
130,131.0,166,34.1365,-117.92391,0.16948559077869108,0.02567141748327907
131,132.0,167,34.1365,-117.92391,0.09818146966498405,0.014871219938589583
132,133.0,168,34.1365,-117.92391,0.19645624483574403,0.029756572551120696
133,134.0,169,34.1365,-117.92391,0.17238807914678578,0.02611104772143315
134,135.0,170,34.1365,-117.92391,0.0517133979963079,0.007832856016507435
135,136.0,171,34.1365,-117.92391,0.09444863847810327,0.014305820441483375
136,137.0,172,34.1365,-117.92391,0.040698056472032486,0.006164398953630521
137,138.0,173,34.1365,-117.92391,0.052204826461139865,0.007907291047980651
138,139.0,174,34.1365,-117.92391,0.29273935099279663,0.04434025369704226
139,140.0,175,34.1365,-117.92391,0.0334824426581401,0.0050714739812862866
140,141.0,176,34.1365,-117.92391,0.23560346275787805,0.035686071159059925
141,142.0,177,34.1365,-117.92391,0.0036362711439736463,0.000550773869273875
142,143.0,178,34.1365,-117.92391,0.1355270184367718,0.020527825725889702
143,144.0,201,34.1365,-117.92391,0.13206735217664206,0.020003801609688714
144,145.0,202,34.1365,-117.92391,0.21752174374253733,0.032947293452202986
145,146.0,203,34.1365,-117.92391,0.008749401589562467,0.0013252426940990616
146,147.0,204,34.1365,-117.92391,0.31714578810802146,0.04803701537209498
147,148.0,205,34.1365,-117.92391,0.1957159408238079,0.029644441170112768
148,149.0,206,34.1365,-117.92391,0.2667988236236268,0.040411128484858665
149,150.0,207,34.1365,-117.92391,0.295355902657471,0.04473657405585161
150,151.0,208,34.1365,-117.92391,0.22094580479711023,0.033465924566602294
151,152.0,209,34.1365,-117.92391,0.2500382733043962,0.03787246379650588
152,153.0,210,34.1365,-117.92391,0.06416120151169857,0.009718283322305277
153,154.0,211,34.1365,-117.92391,0.08662376979088658,0.013120613664326288
154,155.0,212,34.1365,-117.92391,0.004690993475325467,0.0007105291450626307
155,156.0,213,34.1365,-117.92391,0.008269918167420676,0.0012526169384253184
156,157.0,214,34.1365,-117.92391,0.3138006860266603,0.047530343910171476
157,158.0,215,34.1365,-117.92391,0.08294703060504247,0.012563710235643765
158,159.0,216,34.1365,-117.92391,0.11238367949966238,0.017022381321548864
159,160.0,217,34.1365,-117.92391,0.24891854861151397,0.037702862829690646
160,161.0,218,34.1365,-117.92391,0.25289288127837295,0.03830484175096422
161,162.0,219,34.1365,-117.92391,0.09314943976409702,0.01410903514293523
162,163.0,220,34.1365,-117.92391,0.04040006861202967,0.00611926372576876
163,164.0,221,34.1365,-117.92391,0.25431809138669104,0.0385207135753708
164,165.0,222,34.1365,-117.92391,0.2895517128776792,0.04385743277720581
165,166.0,223,34.1365,-117.92391,0.17819595848356934,0.026990747844977965
166,167.0,224,34.1365,-117.92391,0.1668648248297321,0.025274458800876753
167,168.0,226,34.1365,-117.92391,0.06485165536538355,0.009822864066010096
168,169.0,227,34.1365,-117.92391,0.05822767111489524,0.008819551251536132
169,170.0,228,34.1365,-117.92391,0.15511496042258033,0.023494746005340166
170,171.0,229,34.1365,-117.92391,0.016554776844490072,0.002507496866045429
171,172.0,230,34.1365,-117.92391,0.12807656932803957,0.019399331034220393
172,173.0,231,34.1365,-117.92391,0.24818433251919197,0.03759165356557361
173,174.0,232,34.1365,-117.92391,0.24928556786868075,0.03775845401317618
174,175.0,233,34.1365,-117.92391,0.21965556889639104,0.033270496835506695
175,176.0,234,34.1365,-117.92391,0.23832599822135775,0.036098444530594985
176,177.0,235,34.1365,-117.92391,0.024190964791712323,0.0036641248004513596
177,178.0,236,34.1365,-117.92391,0.19778654084429192,0.029958068053215416
178,179.0,237,34.1365,-117.92391,0.0007281839780781784,0.00011029559987957477
179,180.0,238,34.14435,-117.85036000000001,0.08421065150045044,0.01275510668060156
180,181.0,239,34.14435,-117.85036000000001,0.08596767652869208,0.013021237404879227
181,182.0,240,34.14435,-117.85036000000001,0.13928057826223847,0.021096364920787054
182,183.0,241,34.14435,-117.85036000000001,0.3913580782180064,0.05927770358075403
183,184.0,242,34.14435,-117.85036000000001,0.16398030772685013,0.02483755061036023
184,185.0,243,34.14435,-117.85036000000001,0.06907487375755612,0.010462540878477833
185,186.0,244,34.14435,-117.85036000000001,0.06802246575984304,0.01030313614709089
186,187.0,245,34.14435,-117.85036000000001,0.31190383574458674,0.047243034320780065
187,188.0,246,34.14435,-117.85036000000001,0.2671132140576394,0.040458748155930445
188,189.0,247,34.14435,-117.85036000000001,0.5235608085971608,0.07930201047551662
189,190.0,248,34.14435,-117.85036000000001,0.4694925441345559,0.07111247068491407
190,191.0,249,34.14435,-117.85036000000001,0.2067191185626862,0.031311055824961534
191,192.0,250,34.14435,-117.85036000000001,0.22011323671486627,0.03333981825441174
192,193.0,251,34.14435,-117.85036000000001,0.07629892962812546,0.011556744541006735
193,194.0,252,34.14435,-117.85036000000001,0.23212975318921314,0.03515991994972615
194,195.0,253,34.14435,-117.85036000000001,0.28087834930445116,0.04254370730798087
195,196.0,254,34.14435,-117.85036000000001,0.42167771945951465,0.06387011857413448
196,197.0,255,34.14435,-117.85036000000001,0.23104091678829314,0.034994997529533466
197,198.0,256,34.14435,-117.85036000000001,0.31089307667610977,0.04708993801387475
198,199.0,257,34.14435,-117.85036000000001,0.02092578316895062,0.0031695586239903874
199,200.0,258,34.14435,-117.85036000000001,0.22453347205912164,0.03400933656788829
200,201.0,259,34.14435,-117.85036000000001,0.2819611005005159,0.04270770802247814
201,202.0,260,34.14435,-117.85036000000001,0.37933882482975245,0.057457187334213164
202,203.0,261,34.14435,-117.85036000000001,0.25740846411728974,0.03898880203163215
203,204.0,263,34.14435,-117.85036000000001,0.26788035505987334,0.040574944446402146
204,205.0,264,34.14435,-117.85036000000001,0.1672687672844389,0.025335642618016345
205,206.0,265,34.14435,-117.85036000000001,0.19963314802139862,0.03023776748697451
206,207.0,266,34.14435,-117.85036000000001,0.07299846265735327,0.011056833810500441
207,208.0,267,34.14435,-117.85036000000001,0.0656039470483976,0.00993681117959729
208,209.0,268,34.14435,-117.85036000000001,0.39725623071983834,0.06017107707969818
209,210.0,269,34.14435,-117.85036000000001,0.5364265557233584,0.08125074230689801
210,211.0,270,34.14435,-117.85036000000001,0.290210157917712,0.04395716525260278
211,212.0,271,34.14435,-117.85036000000001,0.31167448511166684,0.0472082953449138
212,213.0,272,34.14435,-117.85036000000001,0.09312455304701253,0.014105265634854165
213,214.0,273,34.14435,-117.85036000000001,0.14045013362227118,0.02127351357265334
214,215.0,274,34.14435,-117.85036000000001,0.11172567841612192,0.016922716090761934
215,216.0,275,34.14435,-117.85036000000001,0.17050067937263427,0.025825169568975
216,217.0,276,34.14435,-117.85036000000001,0.1582888906900048,0.02397549064317939
217,218.0,277,34.14435,-117.85036000000001,0.3762959575886189,0.05699629437608947
218,219.0,278,34.14435,-117.85036000000001,0.23462810571961815,0.035538337079664827
219,220.0,279,34.14435,-117.85036000000001,0.0761579733636095,0.011535394365474717
220,221.0,280,34.14435,-117.85036000000001,0.04596637145849019,0.006962373063579313
221,222.0,281,34.14435,-117.85036000000001,0.15124668202552574,0.02290883077079963
222,223.0,282,34.14435,-117.85036000000001,0.3134475139445588,0.047476850112135836
223,224.0,283,34.14435,-117.85036000000001,0.05607049126271205,0.008492810409925451
224,225.0,284,34.14435,-117.85036000000001,0.23653926184772495,0.035827813527868735
225,226.0,285,34.14435,-117.85036000000001,0.02253115019734686,0.0034127182165581377
226,227.0,287,34.14435,-117.85036000000001,0.18268784344215186,0.027671118686704597
227,228.0,288,34.14435,-117.85036000000001,0.018596420382288436,0.0028167378072372884
228,229.0,289,34.14435,-117.85036000000001,0.31594877726719317,0.047855708130070854
229,230.0,290,34.14435,-117.85036000000001,0.11524846568893601,0.017456300936350838
230,231.0,291,34.14435,-117.85036000000001,0.32006521544630057,0.04847921129959966
231,232.0,292,34.14435,-117.85036000000001,0.33325708693675105,0.05047734010135322
232,233.0,293,34.14435,-117.85036000000001,0.004546970863999533,0.0006887145202004626
233,234.0,294,34.14435,-117.85036000000001,0.007303784615934151,0.001106279909826826
234,235.0,295,34.14435,-117.85036000000001,0.0562802509701454,0.008524582013611356
235,236.0,296,34.14435,-117.85036000000001,0.29178558295338164,0.04419578963133887
236,237.0,297,34.14435,-117.85036000000001,0.14377438090664985,0.021777026227993896
237,238.0,298,34.14435,-117.85036000000001,0.3948572159899355,0.059807706315275565
238,239.0,299,34.14435,-117.85036000000001,0.21936312671514124,0.03322620159312006
239,240.0,300,34.14435,-117.85036000000001,0.023815531426660375,0.0036072591600914907
240,241.0,301,34.14435,-117.85036000000001,0.2632910725521372,0.03987982112256371
241,242.0,302,34.14435,-117.85036000000001,0.30944195046569245,0.046870140763870215
242,243.0,303,34.14435,-117.85036000000001,0.39288630445002176,0.05950917891402996
243,244.0,304,34.14435,-117.85036000000001,0.2144333311850625,0.0324795018968308
244,245.0,305,34.14435,-117.85036000000001,0.032766219207007605,0.004962990002554752
245,246.0,306,34.14435,-117.85036000000001,0.08893416920521503,0.013470562162283236
246,247.0,307,34.14435,-117.85036000000001,0.21605832918395257,0.03272563492706268
247,248.0,308,34.14435,-117.85036000000001,0.09758800097420914,0.014781329214226877
248,249.0,309,34.14435,-117.85036000000001,0.39753856295622747,0.06021384100243658
249,250.0,310,34.14435,-117.85036000000001,0.1311327603577713,0.019862242102190425
250,251.0,311,34.14435,-117.85036000000001,0.3558646565124384,0.05390163330641734
251,252.0,312,34.14435,-117.85036000000001,0.1942848710210917,0.02942768179732802
252,253.0,313,34.14435,-117.85036000000001,0.013363006217765384,0.0020240500084508636
253,254.0,314,34.14435,-117.85036000000001,0.11012488774769484,0.016680249664184178
254,255.0,315,34.14435,-117.85036000000001,0.1593426559061454,0.024135100947917487
255,256.0,316,34.14435,-117.85036000000001,0.3495179054320953,0.0529403120761147
256,257.0,317,34.14435,-117.85036000000001,0.12380881694111145,0.01875290880601368
257,258.0,318,34.14435,-117.85036000000001,0.2183288136665707,0.03306953764336324
258,259.0,319,34.14435,-117.85036000000001,0.034905198477156195,0.005286974062673258
259,260.0,321,34.14435,-117.85036000000001,0.278400026076438,0.04216832394971114
260,261.0,322,34.14435,-117.85036000000001,0.0009752069766493232,0.0001477113500631508
261,262.0,323,34.14435,-117.85036000000001,0.3919512294039844,0.059367546213723504
262,263.0,325,34.14435,-117.85036000000001,0.42222949410453087,0.06395369404036627
263,264.0,326,34.14435,-117.85036000000001,0.4476892685583381,0.06781000121096961
264,265.0,327,34.14435,-117.85036000000001,0.3499605327795208,0.05300735536500475
265,266.0,328,34.14435,-117.85036000000001,0.17027847610362257,0.025791513180495364
266,267.0,329,34.14435,-117.85036000000001,0.010329094213503432,0.0015645134702053198
267,268.0,330,34.14435,-117.85036000000001,0.18267444620251588,0.027669089451474404
268,269.0,331,34.14435,-117.85036000000001,0.27253844520125464,0.04128048983315004
269,270.0,332,34.14435,-117.85036000000001,0.30076396772701874,0.04555571564505244
270,271.0,333,34.14435,-117.85036000000001,0.05002141141168548,0.00757657644848996
271,272.0,334,34.14435,-117.85036000000001,0.03258883799996615,0.004936122662394872
272,273.0,335,34.14435,-117.85036000000001,0.2802556092767612,0.042449382951786754
273,274.0,336,34.14435,-117.85036000000001,0.19316935989763925,0.02925871904582909
274,275.0,337,34.14435,-117.85036000000001,0.08991160643189722,0.013618611320884698
275,276.0,338,34.14435,-117.85036000000001,0.16861650116846927,0.025539779376984144
276,277.0,339,34.14435,-117.85036000000001,0.13074265738363589,0.01980315450504138
277,278.0,340,34.14435,-117.85036000000001,0.27329783026084503,0.041395511356842656
278,279.0,341,34.14435,-117.85036000000001,0.0456772797704295,0.006918585309227721
279,280.0,342,34.14435,-117.85036000000001,0.2645518648690975,0.04007078913217263
280,281.0,343,34.14435,-117.85036000000001,0.06304137416441145,0.009548666806769522
281,282.0,344,34.14435,-117.85036000000001,0.30273362790866487,0.04585405350723244
282,283.0,345,34.14435,-117.85036000000001,0.1299695712578653,0.019686057726524663
283,284.0,346,34.14435,-117.85036000000001,0.3779813526432077,0.05725157554702452
284,285.0,347,34.14435,-117.85036000000001,0.1841542551828863,0.027893231185034513
285,286.0,348,34.14435,-117.85036000000001,0.11070589250442545,0.01676825251800364
286,287.0,349,34.14435,-117.85036000000001,0.23599789026312715,0.03574581377852166
287,288.0,350,34.14435,-117.85036000000001,0.5906171898528254,0.08945881702304129
288,289.0,351,34.14435,-117.85036000000001,0.25051426196584403,0.03794456021242651
289,290.0,352,34.14435,-117.85036000000001,0.0008024992800183539,0.00012155189094678
290,291.0,353,34.14435,-117.85036000000001,0.06346128372170648,0.009612269107714474
291,292.0,354,34.14435,-117.85036000000001,0.22214396911418505,0.03364740652182856
292,293.0,355,34.14435,-117.85036000000001,0.45739853526252894,0.06928063147443105
293,294.0,356,34.14435,-117.85036000000001,0.4388123026213542,0.06646543677038111
294,295.0,357,34.14435,-117.85036000000001,0.37680367301155265,0.05707319633881651
295,296.0,358,34.14435,-117.85036000000001,0.10126573717597759,0.015338383657588071
296,297.0,359,34.14435,-117.85036000000001,0.312385696945089,0.047316020230616145
297,298.0,360,34.14435,-117.85036000000001,0.23297591380820282,0.035288085078149116
298,299.0,361,34.14435,-117.85036000000001,0.1987565572062335,0.030104993198170837
299,300.0,362,34.14435,-117.85036000000001,0.2853390065556333,0.043219348192959924
300,301.0,363,34.14435,-117.85036000000001,0.05092868904644239,0.007713998767567807
301,302.0,364,34.14435,-117.85036000000001,0.3449951730339722,0.05225526887554565
302,303.0,365,34.14435,-117.85036000000001,0.09948695844329421,0.01506895797221096
303,304.0,366,34.14435,-117.85036000000001,0.20501353956838614,0.031052717459958218
304,305.0,367,34.14435,-117.85036000000001,0.034570372516393284,0.005236259090483036
305,306.0,368,34.14435,-117.85036000000001,0.26452841145295203,0.040067236721407135
306,307.0,369,34.14435,-117.85036000000001,0.3084323094205086,0.046717213800226365
307,308.0,370,34.14435,-117.85036000000001,0.23721851883949496,0.03593069832022217
308,309.0,371,34.14435,-117.85036000000001,0.18572652551194613,0.028131377730876105
309,310.0,372,34.14435,-117.85036000000001,0.3605807313964505,0.05461596144884904
310,311.0,373,34.14435,-117.85036000000001,0.15686455216936213,0.023759750835252714
311,312.0,374,34.14435,-117.85036000000001,0.22745761464255929,0.034452246697859644
312,313.0,375,34.14435,-117.85036000000001,0.279504702126647,0.0423356455487828
313,314.0,376,34.14435,-117.85036000000001,0.3722661595253205,0.056385914296101874
314,315.0,377,34.14435,-117.85036000000001,0.09438763387903464,0.014296580278211112
315,316.0,378,34.14435,-117.85036000000001,0.16713763724858238,0.025315780788585276
316,317.0,379,34.14435,-117.85036000000001,0.2644725914861535,0.04005878185710271
317,318.0,380,34.14435,-117.85036000000001,0.08838920585285871,0.013388018379846333
318,319.0,381,34.14435,-117.85036000000001,0.04366331836934706,0.006613537289010435
319,320.0,382,34.14435,-117.85036000000001,0.2773029064606682,0.04200214689857588
320,321.0,383,34.14435,-117.85036000000001,0.09206991355767069,0.013945522906868521
321,322.0,384,34.14435,-117.85036000000001,0.058951942834159415,0.008929254274614011
322,323.0,385,34.14435,-117.85036000000001,0.12319375860802362,0.01865974797049531
323,324.0,386,34.14435,-117.85036000000001,0.260785559943653,0.03950031947946531
324,325.0,387,34.14435,-117.85036000000001,0.2766028463300955,0.041896111124131795
325,326.0,388,34.14435,-117.85036000000001,0.11255346633712172,0.017048098367862703
326,327.0,389,34.14435,-117.85036000000001,0.34068090282347874,0.05160180074766291
327,328.0,390,34.14435,-117.85036000000001,0.08694827633287386,0.013169765588552625
328,329.0,391,34.14435,-117.85036000000001,0.21370486002041172,0.03236916279775836
329,330.0,392,34.14435,-117.85036000000001,0.287167767963458,0.04349634458753177
330,331.0,393,34.14435,-117.85036000000001,0.19869489695873288,0.030095653726016074
331,332.0,394,34.14435,-117.85036000000001,0.005713020067981756,0.0008653321062969698
332,333.0,395,34.14435,-117.85036000000001,0.06983578065110706,0.010577792909287682
333,334.0,396,34.14435,-117.85036000000001,0.011806665395853911,0.0017883162519586723
334,335.0,397,34.14435,-117.85036000000001,0.016658143138528248,0.0025231534140490786
335,336.0,398,34.14435,-117.85036000000001,0.29285722853594554,0.04435810821557788
336,337.0,399,34.14435,-117.85036000000001,0.08636143125032691,0.013080878120049516
337,338.0,400,34.14435,-117.85036000000001,0.054868194956453654,0.008310702596070847
338,339.0,401,34.14435,-117.85036000000001,0.39383242735479224,0.05965248499667253
339,340.0,402,34.14435,-117.85036000000001,0.011746418417165005,0.0017791908429199263
340,341.0,403,34.14435,-117.85036000000001,0.31351876700568965,0.04748764257579512
341,342.0,404,34.14435,-117.85036000000001,0.2518119226822211,0.03814111255560042
342,343.0,405,34.14435,-117.85036000000001,0.07927207113658695,0.012007076374821703
343,344.0,406,34.14435,-117.85036000000001,0.158513692701421,0.024009540654508565
344,345.0,407,34.14435,-117.85036000000001,0.10755138429937672,0.01629044967521226
345,346.0,408,34.14435,-117.85036000000001,0.14500018597420014,0.021962694835558846
346,347.0,409,34.14435,-117.85036000000001,0.220255572593823,0.033361377395544387
347,348.0,410,34.14435,-117.85036000000001,0.2682944503151634,0.04063766607440342
348,349.0,412,34.14435,-117.85036000000001,0.016322285055536546,0.002472282109745269
349,350.0,413,34.14435,-117.85036000000001,0.058416474599137055,0.008848148685949292
350,351.0,414,34.14435,-117.85036000000001,0.11579744991227671,0.017539453746712844
351,352.0,415,34.14435,-117.85036000000001,0.06598549316171216,0.009994602697560669
352,353.0,416,34.14435,-117.85036000000001,0.29938588881548234,0.04534698262591839
353,354.0,417,34.14435,-117.85036000000001,0.3882817866443561,0.05881174795039847
354,355.0,418,34.14435,-117.85036000000001,0.3303362571625533,0.05003493175155474
355,356.0,419,34.14435,-117.85036000000001,0.3911287628319263,0.05924296994360911
356,357.0,420,34.14435,-117.85036000000001,0.04135300954053616,0.006263602511739877
357,358.0,421,34.14435,-117.85036000000001,0.35122343532173395,0.05319864300339863
358,359.0,422,34.14435,-117.85036000000001,0.06137257808271235,0.009295899826928163
359,360.0,423,34.14435,-117.85036000000001,0.05321489603138838,0.008060282918887626
360,361.0,424,34.14435,-117.85036000000001,0.2348618008908209,0.035573734108263005
